CaseID,Location,CaseType,OpenedDateTime
30528,"13202 HARVARD AVE, CLEVELAND, 44105",Waste Cart Concerns,"June 03, 2024, 04:46PM"
30531,"4245 E 189 ST, CLEVELAND, 44122",Dead Animal Pickup,"June 03, 2024, 04:48PM"
30533,"4245 E 189 ST, CLEVELAND, 44122",Missed Refuse pick up,"June 03, 2024, 04:49PM"
30536,"19760 RIDGELAND AVE, CLEVELAND, 44135",Missed Refuse pick up,"June 03, 2024, 04:51PM"
30537,"13202 HARVARD AVE, CLEVELAND, 44105",Vacant Property,"June 03, 2024, 04:51PM"
30544,"1352 E 112 ST, CLEVELAND, 44106",General Exterior Maintenance/Fence/Outbuildings,"June 03, 2024, 04:56PM"
30546,"13421 GILMORE AVE, CLEVELAND, 44135",Waste Cart Concerns,"June 03, 2024, 04:58PM"
30553,"3689 E 149 ST, CLEVELAND, 44120",Missed Refuse pick up,"June 03, 2024, 05:08PM"
30557,"5211 FRANKLIN BLVD, CLEVELAND, 44102",Missing Recycling Welcome Packet,"June 03, 2024, 05:12PM"
30558,"2074 MURRAY HILL RD, CLEVELAND, 44106",Early Set Out-Carts Left Out After Collection,"June 03, 2024, 05:12PM"
30565,"1108 E 174 ST, CLEVELAND, 44119",Waste Cart Concerns,"June 03, 2024, 05:18PM"
30568,"19320 DAVINWOOD AVE, CLEVELAND, 44135",Missed Refuse pick up,"June 03, 2024, 05:20PM"
30574,"4229 E 186 ST, CLEVELAND, 44122",Missed Refuse pick up,"June 03, 2024, 05:24PM"
30576,"10802 GARFIELD AVE, CLEVELAND, 44108",Illegal Use of Property,"June 03, 2024, 05:25PM"
30601,"100 LAKESIDE AVE, CLEVELAND, 44113",Traffic Signal Repair,"June 04, 2024, 05:13AM"
30617,"3527 E 139 ST, CLEVELAND, 44120",Missed Refuse pick up,"June 04, 2024, 07:13AM"
30621,"1608 E 31 ST, CLEVELAND, 44114",Vacant Property,"June 04, 2024, 08:07AM"
30633,"12710 Union Ave, Cleveland, OH, 44105",Dead Animal Pickup,"June 04, 2024, 08:34AM"
30635,"18806 Neff Rd, Cleveland, OH, 44119",Missed Refuse pick up,"June 04, 2024, 08:38AM"
30637,"12409 Forest Grove Ave, Cleveland, OH, 44108",Waste Cart Concerns,"June 04, 2024, 08:42AM"
30642,"14120 Gramatan Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 04, 2024, 08:44AM"
30644,"8606 Jeffries Ave, Cleveland, OH, 44105",Dead Animal Pickup,"June 04, 2024, 08:46AM"
30652,"18405 Harvard Ave, Cleveland, OH, 44122",Missed Refuse pick up,"June 04, 2024, 08:50AM"
30655,"4207 W 48th St, Cleveland, OH, 44144",Cart Pick Up,"June 04, 2024, 08:53AM"
30663,"14601 Coit Rd, Cleveland, OH, 44110",Spills-Trash in Street or Treelawn,"June 04, 2024, 08:58AM"
30664,"2316 E 89th St, Cleveland, OH, 44106",Waste Cart Concerns,"June 04, 2024, 08:59AM"
30672,"3120 Silverdale Ave, Cleveland, OH, 44109",Cart Pick Up,"June 04, 2024, 09:03AM"
30678,"17913 Delavan Ave, Cleveland, OH, 44119",Waste Cart Concerns,"June 04, 2024, 09:08AM"
30680,"3215 Bradwell Ave, Cleveland, OH, 44109",Rental Inspection Complaint,"June 04, 2024, 09:10AM"
30684,"3272 E 117th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 04, 2024, 09:14AM"
30685,"3461 E 126th St, Cleveland, OH, 44120",Waste Cart Concerns,"June 04, 2024, 09:14AM"
30691,"17721 Crestland Rd, Cleveland, OH, 44119",Vacant Property,"June 04, 2024, 09:19AM"
30693,"1480 E 120th St, Cleveland, OH, 44106",Vacant Property,"June 04, 2024, 09:22AM"
30697,"15324 Edolyn Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 04, 2024, 09:26AM"
30709,"8114 Whitethorn Ave, Cleveland, OH, 44103",Vacant Property,"June 04, 2024, 09:42AM"
30710,"12714 McGowan Ave, Cleveland, OH, 44135",Waste Cart Concerns,"June 04, 2024, 09:42AM"
30717,"13520 Miles Ave, Cleveland, OH, 44128",Missed Refuse pick up,"June 04, 2024, 09:49AM"
30720,"9703 Elwell Ave, Cleveland, OH, 44104",Dead Animal Pickup,"June 04, 2024, 09:51AM"
30721,"1689 E 85th St, Cleveland, OH, 44106",Vacant Property,"June 04, 2024, 09:51AM"
30727,"3576 W 63rd St, Cleveland, OH, 44102",Rental Inspection Complaint,"June 04, 2024, 10:01AM"
30729,"3161 W 139th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 04, 2024, 10:04AM"
30733,"3467 E 121st St, Cleveland, OH, 44120",Dead Animal Pickup,"June 04, 2024, 10:07AM"
30736,"1844 W 54th St, Cleveland, OH, 44102",Waste Cart Concerns,"June 04, 2024, 10:11AM"
30744,"8111 Bellevue Ave, Cleveland, OH, 44103",Vacant and Distressed Property,"June 04, 2024, 10:19AM"
30746,"4261 E 119th St, Cleveland, OH, 44105",Waste Cart Concerns,"June 04, 2024, 10:24AM"
30751,"7020 Hosmer Ave, Cleveland, OH, 44105",Rental Inspection Complaint,"June 04, 2024, 10:35AM"
30754,"1250 E 114th St, Cleveland, OH, 44108",Dead Animal Pickup,"June 04, 2024, 10:42AM"
30769,"1263 E 100th St, Cleveland, OH, 44108",Waste Cart Concerns,"June 04, 2024, 10:59AM"
30781,"4554 Effie Rd, Cleveland, OH, 44105",Illegal Dumping,"June 04, 2024, 11:19AM"
30784,"3995 E 121st St, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 11:27AM"
30787,"3650 Independence Rd, Cleveland, OH, 44105",Cart Pick Up,"June 04, 2024, 11:33AM"
30790,"6211 Hough Ave, Cleveland, OH, 44103",Waste Cart Concerns,"June 04, 2024, 11:39AM"
30797,"3534 E 153rd St, Cleveland, OH, 44120",Vacant Property,"June 04, 2024, 11:48AM"
30801,"7818 Lake Ave, Cleveland, OH, 44102",Damaged or Missing traffic Sign,"June 04, 2024, 11:52AM"
30802,"2910 Hampton Rd, Cleveland, OH, 44120",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 11:53AM"
30803,"14603 Milverton Rd, Cleveland, OH, 44120",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 11:54AM"
30809,"17953 Lakeshore Blvd, Cleveland, OH, 44119",Illegal Dumping,"June 04, 2024, 11:59AM"
30813,"515 E 105th St, Cleveland, OH, 44108",Illegal Dumping,"June 04, 2024, 12:03PM"
30815,"4072 Fulton Rd, Cleveland, OH, 44144",Rental Inspection Complaint,"June 04, 2024, 12:10PM"
30817,"4167 E 71st St, Cleveland, OH, 44105",Waste Cart Concerns,"June 04, 2024, 12:15PM"
30821,"17922 Flamingo Ave, Cleveland, OH, 44135",Cart Pick Up,"June 04, 2024, 12:16PM"
30825,"1756 Wayside Rd, Cleveland, OH, 44112",Waste Cart Concerns,"June 04, 2024, 12:20PM"
30835,"3435 W 44th St, Cleveland, OH, 44109",Tree Service,"June 04, 2024, 12:38PM"
30838,"11504 Martin Luther King Jr Dr, Cleveland, OH, 44105",Waste Cart Concerns,"June 04, 2024, 12:51PM"
30849,"10414 Nelson Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 04, 2024, 01:08PM"
30858,"11514 Lake Ave, Cleveland, OH, 44102",Waste Cart Concerns,"June 04, 2024, 01:19PM"
30860,"3165 W 139th St, Cleveland, OH, 44111",Missed Refuse pick up,"June 04, 2024, 01:23PM"
30868,"1915 W 65th St, Cleveland, OH, 44102",Vacant Property,"June 04, 2024, 01:36PM"
30873,"3701 Riverside Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 04, 2024, 01:39PM"
30874,"3911 E 131st St, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 04, 2024, 01:43PM"
30875,"3911 E 131st St, Cleveland, OH, 44105",Vacant and Distressed Property,"June 04, 2024, 01:44PM"
30876,"3635 E 131st St, Cleveland, OH, 44120",Dead Animal Pickup,"June 04, 2024, 01:44PM"
30879,"4299 E 162nd St, Cleveland, OH, 44128",Vacant Property,"June 04, 2024, 01:51PM"
30881,"16722 Scullin Dr, Cleveland, OH, 44111",Tree Service,"June 04, 2024, 01:51PM"
30890,"3922 E 121st St, Cleveland, OH, 44105",Vacant Property,"June 04, 2024, 02:00PM"
30903,"3109 W 101st St, Cleveland, OH, 44111",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 02:15PM"
30908,"7202 Clark Ave, Cleveland, OH, 44102",Waste Cart Concerns,"June 04, 2024, 02:24PM"
30910,"4220 Woodbridge Ave, Cleveland, OH, 44109",Vacant Property Open to Entry,"June 04, 2024, 02:27PM"
30918,"16609 Pilgrim Ave, Cleveland, OH, 44111",Cart Pick Up,"June 04, 2024, 02:45PM"
30931,"3213 Oak Park Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 04, 2024, 03:05PM"
30935,"17515 Deforest Ave, Cleveland, OH, 44128",Vacant Property,"June 04, 2024, 03:15PM"
30940,"2149 W 85th St, Cleveland, OH, 44102",Waste Cart Concerns,"June 04, 2024, 03:21PM"
30949,"15604 Westview Ave, Cleveland, OH, 44128",Waste Cart Concerns,"June 04, 2024, 03:27PM"
30953,"15604 Westview Ave, Cleveland, OH, 44128",Waste Cart Concerns,"June 04, 2024, 03:29PM"
30954,"2819 E 117th St, Cleveland, OH, 44120",Illegal Dumping,"June 04, 2024, 03:29PM"
30961,"636 E 109th St, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 04, 2024, 03:46PM"
30964,"640 E 109th St, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 04, 2024, 03:50PM"
30966,"1725 Buhrer Ave, Cleveland, OH, 44109",Vacant Property,"June 04, 2024, 03:53PM"
30969,"3581 W 48th St, Cleveland, OH, 44102",Tree Service,"June 04, 2024, 03:56PM"
30980,"13517 Highlandview Ave, Cleveland, OH, 44135",Waste Cart Concerns,"June 04, 2024, 04:09PM"
30981,"2994 W 32nd St, Cleveland, OH, 44113",Waste Cart Concerns,"June 04, 2024, 04:09PM"
30983,"2173 W 44th St, Cleveland, OH, 44113",Waste Cart Concerns,"June 04, 2024, 04:11PM"
30987,"2820 Portman Ave, Cleveland, OH, 44109",Cart Pick Up,"June 04, 2024, 04:21PM"
30989,"1503 E 75th St, Cleveland, OH, 44103",Vacant Property,"June 04, 2024, 04:37PM"
30991,"4408 Starlight Dr, Cleveland, OH, 44109",Dead Animal Pickup,"June 04, 2024, 04:39PM"
30995,"1192 E 146th St, Cleveland, OH, 44110",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 04:54PM"
30996,"1184 E 146th St, Cleveland, OH, 44110",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 04:55PM"
30997,"1184 E 146th St, Cleveland, OH, 44110",Vacant Property,"June 04, 2024, 04:57PM"
30998,"1192 E 146th St, Cleveland, OH, 44110",Vacant Property,"June 04, 2024, 04:58PM"
31000,"627 E 115th St, Cleveland, OH, 44108",Missed Refuse pick up,"June 04, 2024, 05:09PM"
31003,"12324 Phillips Ave, Cleveland, OH, 44108",General Exterior Maintenance/Fence/Outbuildings,"June 04, 2024, 05:31PM"
31007,"14802 Edgewood Ave, Cleveland, OH, 44128",Dead Animal Pickup,"June 04, 2024, 05:38PM"
31010,"340 Dalwood Dr, Cleveland, OH, 44110",Tire Pick up,"June 04, 2024, 05:54PM"
31012,"4380 Pearl Rd, Cleveland, OH, 44109",Debris in Street,"June 04, 2024, 06:01PM"
31014,"14501 Harvard Ave, Cleveland, OH, 44128",Missed Refuse pick up,"June 04, 2024, 06:06PM"
31021,"1267 E 111th St, Cleveland, OH, 44108",Missed Refuse pick up,"June 04, 2024, 06:24PM"
31026,"11536 Woodstock Ave, Cleveland, OH, 44104",Parks Maintenance,"June 04, 2024, 06:43PM"
31028,"18116 Olympia Rd, Cleveland, OH, 44112",Dead Animal Pickup,"June 04, 2024, 07:18PM"
31034,"3795 W 139th St, Cleveland, OH, 44111",Missed Refuse pick up,"June 04, 2024, 09:03PM"
31036,"3795 W 139th St, Cleveland, OH, 44111",Scheduled Bulk Pick up,"June 04, 2024, 09:05PM"
31039,"16717 Dynes Ave, Cleveland, OH, 44128",Vacant Property Open to Entry,"June 05, 2024, 01:42AM"
31057,"9201 Wade Park Ave, Cleveland, OH, 44106",Waste Cart Concerns,"June 05, 2024, 08:24AM"
31066,"12440 Carrington Ave, Cleveland, OH, 44135",Tire Pick up,"June 05, 2024, 08:39AM"
31067,"12507 Corlett Ave, Cleveland, OH, 44105",Missed Refuse pick up,"June 05, 2024, 08:41AM"
31079,"17705 Valleyview Ave, Cleveland, OH, 44135",Recycling Opt-in Program,"June 05, 2024, 09:07AM"
31091,"1908 Penrose Ave, Cleveland, OH, 44112",Electrical Issue,"June 05, 2024, 09:16AM"
31092,"12402 Corlett Ave, Cleveland, OH, 44105",Missed Refuse pick up,"June 05, 2024, 09:16AM"
31095,"14117 Triskett Rd, Cleveland, OH, 44111",Missed Refuse pick up,"June 05, 2024, 09:18AM"
31102,"13304 Southview Ave, Cleveland, OH, 44120",Waste Cart Concerns,"June 05, 2024, 09:22AM"
31106,"1215 W 10th St, Cleveland, OH, 44113",Dead Animal Pickup,"June 05, 2024, 09:23AM"
31115,"15512 Miles Ave, Cleveland, OH, 44128",Illegal Dumping,"June 05, 2024, 09:33AM"
31126,"4102 E 175th St, Cleveland, OH, 44128",Waste Cart Concerns,"June 05, 2024, 09:44AM"
31134,"11321 Itasca Ave, Cleveland, OH, 44106",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 09:52AM"
31135,"2829 E 120th St, Cleveland, OH, 44120",Cart Pick Up,"June 05, 2024, 09:52AM"
31139,"15325 Harvard Ave, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 10:05AM"
31141,"1111 Lakeside Ave E, Cleveland, OH, 44114",Spills-Trash in Street or Treelawn,"June 05, 2024, 10:06AM"
31142,"15325 Harvard Ave, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 10:07AM"
31156,"12212 Iowa Ave, Cleveland, OH, 44108",Missed Refuse pick up,"June 05, 2024, 10:17AM"
31165,"17310 Holly Hill Dr, Cleveland, OH, 44128",Waste Cart Concerns,"June 05, 2024, 10:24AM"
31166,"17310 Holly Hill Dr, Cleveland, OH, 44128",Waste Cart Concerns,"June 05, 2024, 10:26AM"
31169,"14608 Triskett Rd, Cleveland, OH, 44111",Missed Refuse pick up,"June 05, 2024, 10:30AM"
31171,"4127 W 56th St, Cleveland, OH, 44144",Waste Cart Concerns,"June 05, 2024, 10:31AM"
31176,"3934 North Ct, Cleveland, OH, 44111",Waste Cart Concerns,"June 05, 2024, 10:35AM"
31179,"3682 E 140th St, Cleveland, OH, 44120",Waste Cart Concerns,"June 05, 2024, 10:37AM"
31180,"13505 Tyler Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 05, 2024, 10:38AM"
31186,"3340 W 61st St, Cleveland, OH, 44102",Vacant Property,"June 05, 2024, 10:39AM"
31193,"15103 Rosemary Ave, Cleveland, OH, 44111",Missed Refuse pick up,"June 05, 2024, 10:44AM"
31203,"13718 Liberty Ave, Cleveland, OH, 44135",Waste Cart Concerns,"June 05, 2024, 10:53AM"
31204,"2145 W 104th St, Cleveland, OH, 44102",Vacant Property,"June 05, 2024, 10:55AM"
31214,"3741 E 146th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 05, 2024, 11:04AM"
31218,"16535 St Anthony Ln, Cleveland, OH, 44111",Cart Pick Up,"June 05, 2024, 11:07AM"
31221,"5901 Prosser Ave, Cleveland, OH, 44103",Vacant Property,"June 05, 2024, 11:08AM"
31223,"10909 Gay Ave, Cleveland, OH, 44105",Waste Cart Concerns,"June 05, 2024, 11:09AM"
31225,"1584 E 85th St, Cleveland, OH, 44103",Waste Cart Concerns,"June 05, 2024, 11:10AM"
31230,"9013 Empire Ave, Cleveland, OH, 44108",Vacant Property,"June 05, 2024, 11:15AM"
31232,"15810 Holmes Ave, Cleveland, OH, 44110",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 11:16AM"
31239,"9107 Empire Ave, Cleveland, OH, 44108",Vacant Property,"June 05, 2024, 11:19AM"
31246,"1792 W 57th St, Cleveland, OH, 44102",Cart Pick Up,"June 05, 2024, 11:31AM"
31249,"4550 Effie Rd, Cleveland, OH, 44105",Vacant Property,"June 05, 2024, 11:33AM"
31257,"3226 E 118th St, Cleveland, OH, 44120",Waste Cart Concerns,"June 05, 2024, 11:42AM"
31259,"1770 W 57th St, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 05, 2024, 11:45AM"
31261,"15402 Judson Dr, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 11:46AM"
31264,"15402 Judson Dr, Cleveland, OH, 44128",Illegal Dumping,"June 05, 2024, 11:50AM"
31272,"11335 Knowlton Ave, Cleveland, OH, 44106",Waste Cart Concerns,"June 05, 2024, 12:00PM"
31278,"1224 E 125th St, Cleveland, OH, 44108",Dead Animal Pickup,"June 05, 2024, 12:04PM"
31282,"4821 Park Dr, Cleveland, OH, 44144",Missing Recycling Welcome Packet,"June 05, 2024, 12:07PM"
31283,"11404 Miles Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 05, 2024, 12:08PM"
31289,"3576 Bosworth Rd, Cleveland, OH, 44111",Waste Cart Concerns,"June 05, 2024, 12:16PM"
31295,"11321 Miles Ave, Cleveland, OH, 44105",Vacant Property,"June 05, 2024, 12:19PM"
31298,"1770 W 57th St, Cleveland, OH, 44102",Vacant and Distressed Property,"June 05, 2024, 12:21PM"
31300,"3391 W 130th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 05, 2024, 12:22PM"
31304,"4229 E 186th St, Cleveland, OH, 44122",Cart Pick Up,"June 05, 2024, 12:23PM"
31306,"2317 E 33rd St, Cleveland, OH, 44115",Spills-Trash in Street or Treelawn,"June 05, 2024, 12:25PM"
31307,"13900 Lakeshore Blvd, Cleveland, OH, 44110",Missed Refuse pick up,"June 05, 2024, 12:25PM"
31316,"4158 E 114th St, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 12:35PM"
31326,"380 Eddy Rd, Cleveland, OH, 44108",Waste Cart Concerns,"June 05, 2024, 12:49PM"
31332,"4605 Behrwald Ave, Cleveland, OH, 44144",Tire Pick up,"June 05, 2024, 12:52PM"
31334,"380 Eddy Rd, Cleveland, OH, 44108",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 12:56PM"
31339,"15514 Talford Ave, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 01:05PM"
31343,"2092 W 101st St, Cleveland, OH, 44102",Vacant Property,"June 05, 2024, 01:14PM"
31349,"12806 Edmonton Ave, Cleveland, OH, 44108",Waste Cart Concerns,"June 05, 2024, 01:17PM"
31355,"13409 Marston Ave, Cleveland, OH, 44105",Vacant Property,"June 05, 2024, 01:30PM"
31363,"10708 Shaker Blvd, Cleveland, OH, 44104",Rental Inspection Complaint,"June 05, 2024, 01:51PM"
31369,"4413 W 187th St, Cleveland, OH, 44135",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 02:06PM"
31373,"9618 Wamelink Ave, Cleveland, OH, 44104",Vacant Property Open to Entry,"June 05, 2024, 02:16PM"
31382,"11512 Dale Ave, Cleveland, OH, 44111",Missed Refuse pick up,"June 05, 2024, 02:23PM"
31387,"4461 E 154th St, Cleveland, OH, 44128",Rental Inspection Complaint,"June 05, 2024, 02:34PM"
31390,"4269 E 160th St, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 02:39PM"
31394,"12216 Taft Ave, Cleveland, OH, 44108",Vacant Property,"June 05, 2024, 02:42PM"
31396,"12310 Summerland Ave, Cleveland, OH, 44111",Missed Refuse pick up,"June 05, 2024, 02:44PM"
31405,"3899 E 54th St, Cleveland, OH, 44105",Waste Cart Concerns,"June 05, 2024, 02:57PM"
31408,"5408 Orey Ave, Cleveland, OH, 44105",Waste Cart Concerns,"June 05, 2024, 02:58PM"
31409,"9608 Easton Ave, Cleveland, OH, 44104",Illegal Dumping,"June 05, 2024, 02:59PM"
31410,"4104 E 139th St, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 03:00PM"
31411,"14113 Edgewood Ave, Cleveland, OH, 44128",Missed Refuse pick up,"June 05, 2024, 03:00PM"
31412,"14113 Edgewood Ave, Cleveland, OH, 44128",Missed Refuse pick up,"June 05, 2024, 03:01PM"
31413,"17621 Harvard Ave, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 03:03PM"
31414,"4500 Lee Rd, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 03:07PM"
31417,"4655 E 175th St, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 03:09PM"
31421,"16615 Myrtle Ave, Cleveland, OH, 44128",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 03:20PM"
31424,"7903 Madison Ave, Cleveland, OH, 44102",Waste Cart Concerns,"June 05, 2024, 03:24PM"
31428,"9608 Bessemer Ave, Cleveland, OH, 44104",Illegal Dumping,"June 05, 2024, 03:25PM"
31429,"4655 E 175th St, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 03:26PM"
31431,"17005 S Miles Rd, Cleveland, OH, 44128",Vacant Property,"June 05, 2024, 03:30PM"
31433,"6905 Flowerdale Ave, Cleveland, OH, 44144",Tire Pick up,"June 05, 2024, 03:35PM"
31439,"4134 E 119th St, Cleveland, OH, 44105",Missed Refuse pick up,"June 05, 2024, 03:40PM"
31442,"2523 E 86th St, Cleveland, OH, 44104",Damaged or Missing traffic Sign,"June 05, 2024, 03:45PM"
31445,"11309 Itasca Ave, Cleveland, OH, 44106",Vacant Property,"June 05, 2024, 03:48PM"
31451,"11403 Rosedale Ct, Cleveland, OH, 44106",Vacant Property,"June 05, 2024, 03:51PM"
31463,"3442 W 62nd St, Cleveland, OH, 44102",Vacant Property,"June 05, 2024, 04:10PM"
31464,"9319 Heath Ave, Cleveland, OH, 44104",Tire Pick up,"June 05, 2024, 04:12PM"
31467,"3022 Mabel Ct, Cleveland, OH, 44113",Cart Pick Up,"June 05, 2024, 04:14PM"
31472,"3455 E 123rd St, Cleveland, OH, 44120",Tree Service,"June 05, 2024, 04:20PM"
31478,"2235 West Blvd, Cleveland, OH, 44102",Missed Refuse pick up,"June 05, 2024, 04:37PM"
31481,"2235 West Blvd, Cleveland, OH, 44102",Missed Refuse pick up,"June 05, 2024, 04:39PM"
31485,"2063 W 103rd St, Cleveland, OH, 44102",Missed Refuse pick up,"June 05, 2024, 04:43PM"
31488,"1316 E 68th St, Cleveland, OH, 44103",Missed Refuse pick up,"June 05, 2024, 04:47PM"
31490,"1316 E 68th St, Cleveland, OH, 44103",Missed Refuse pick up,"June 05, 2024, 04:49PM"
31497,"3727 Warren Rd, Cleveland, OH, 44111",Missing Recycling Welcome Packet,"June 05, 2024, 04:59PM"
31502,"2604 Martin Luther King Jr Dr, Cleveland, OH, 44104",Missed Refuse pick up,"June 05, 2024, 05:07PM"
31504,"1373 E 90th St, Cleveland, OH, 44106",Dead Animal Pickup,"June 05, 2024, 05:15PM"
31506,"3333 Woodbridge Ave, Cleveland, OH, 44109",General Exterior Maintenance/Fence/Outbuildings,"June 05, 2024, 05:22PM"
31507,"3333 Woodbridge Ave, Cleveland, OH, 44109",Vacant Property,"June 05, 2024, 05:22PM"
31508,"3333 Woodbridge Ave, Cleveland, OH, 44109",Illegal Dumping,"June 05, 2024, 05:24PM"
31511,"6303 Utica Ave, Cleveland, OH, 44103",Missed Refuse pick up,"June 05, 2024, 05:54PM"
31513,"2113 W 91st St, Cleveland, OH, 44102",Missed Refuse pick up,"June 05, 2024, 05:58PM"
31521,"4239 Terminal Ave, Cleveland, OH, 44135",Dead Animal Pickup,"June 05, 2024, 07:30PM"
31525,"13101 Shaker Sq, Cleveland, OH, 44120",Traffic Signal Repair,"June 06, 2024, 05:43AM"
31533,"647 E 118th St, Cleveland, OH, 44108",Dead Animal Pickup,"June 06, 2024, 07:10AM"
31534,"7914 Madison Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 06, 2024, 07:15AM"
31539,"3020 Martin Luther King Jr Dr, Cleveland, OH, 44104",Missed Refuse pick up,"June 06, 2024, 08:07AM"
31545,"2161 W 101st St, Cleveland, OH, 44102",Waste Cart Concerns,"June 06, 2024, 08:32AM"
31547,"2827 E 116th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 06, 2024, 08:34AM"
31550,"2914 Oak Park Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 06, 2024, 08:43AM"
31552,"1558 E 105th St, Cleveland, OH, 44106",Dead Animal Pickup,"June 06, 2024, 08:43AM"
31555,"13423 Crennell Ave, Cleveland, OH, 44105",Tree Service,"June 06, 2024, 08:47AM"
31558,"4723 W 25th St, Cleveland, OH, 44109",Collapsing Structure,"June 06, 2024, 08:49AM"
31561,"4723 W 25th St, Cleveland, OH, 44109",Vacant and Distressed Property,"June 06, 2024, 08:52AM"
31564,"13502 Crennell Ave, Cleveland, OH, 44105",Illegal Dumping,"June 06, 2024, 08:55AM"
31565,"13502 Crennell Ave, Cleveland, OH, 44105",Vacant Property,"June 06, 2024, 08:56AM"
31566,"13502 Crennell Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 06, 2024, 08:57AM"
31573,"3220 Riverside Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 06, 2024, 09:05AM"
31577,"10623 Florian Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 06, 2024, 09:17AM"
31578,"13511 Bennington Ave, Cleveland, OH, 44135",Tree Service,"June 06, 2024, 09:17AM"
31580,"2310 E 85th St, Cleveland, OH, 44104",Dead Animal Pickup,"June 06, 2024, 09:18AM"
31585,"2218 W 98th St, Cleveland, OH, 44102",Missed Refuse pick up,"June 06, 2024, 09:25AM"
31586,"10829 Morison Ave, Cleveland, OH, 44108",Vacant Property,"June 06, 2024, 09:26AM"
31592,"5204 Franklin Blvd, Cleveland, OH, 44102",Cart Pick Up,"June 06, 2024, 09:29AM"
31594,"6615 Colgate Ave, Cleveland, OH, 44102",Vacant Property,"June 06, 2024, 09:31AM"
31597,"5204 Franklin Blvd, Cleveland, OH, 44102",Waste Cart Concerns,"June 06, 2024, 09:31AM"
31606,"4518 South Hills Dr, Cleveland, OH, 44109",Fallen or Hanging Branch,"June 06, 2024, 09:36AM"
31610,"1000 E 9th St, Cleveland, OH, 44114",Parks Maintenance,"June 06, 2024, 09:40AM"
31612,"601 Lakeside Ave E, Cleveland, OH, 44114",Lead Hazard/Peeling Paint,"June 06, 2024, 09:41AM"
31614,"923 Fruit Ave, Cleveland, OH, 44113",Vacant Property,"June 06, 2024, 09:44AM"
31617,"923 Fruit Ave, Cleveland, OH, 44113",Vacant Property,"June 06, 2024, 09:47AM"
31624,"200 Cleveland Memorial Shoreway, Cleveland, OH, 44114",Illegal Dumping,"June 06, 2024, 09:51AM"
31626,"3489 West Blvd, Cleveland, OH, 44111",Damaged Guardrail,"June 06, 2024, 09:52AM"
31630,"200 Cleveland Memorial Shoreway, Cleveland, OH, 44114",Missed Refuse pick up,"June 06, 2024, 09:57AM"
31634,"10711 Olivet Ave, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 06, 2024, 10:01AM"
31635,"2940 W 30th St, Cleveland, OH, 44113",Fallen Trees,"June 06, 2024, 10:02AM"
31638,"3432 W 117th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 06, 2024, 10:04AM"
